x,y
0.21,0.23933933933933935
0.21,0.24014014014014015
0.21,0.24094094094094096
0.21,0.24174174174174176
0.21,0.24254254254254257
0.21,0.24334334334334334
0.21,0.24414414414414415
0.21,0.24494494494494495
0.21,0.24574574574574576
0.21,0.24654654654654656
0.21,0.24734734734734737
0.21,0.24814814814814817
0.21,0.24894894894894895
0.21,0.24974974974974976
0.21,0.25055055055055053
0.21,0.25135135135135134
0.21,0.25215215215215214
0.21,0.25295295295295295
0.21,0.25375375375375375
0.21,0.25455455455455456
0.21,0.25535535535535536
0.21,0.25615615615615617
0.21,0.25695695695695697
0.21,0.2577577577577578
0.21,0.2585585585585586
0.21,0.2593593593593594
0.21,0.2601601601601602
0.21,0.260960960960961
0.21,0.2617617617617618
0.21,0.2625625625625626
0.21,0.2633633633633634
0.21,0.2641641641641642
0.21,0.26496496496496497
0.21,0.26576576576576577
0.21,0.2665665665665666
0.21,0.2673673673673674
0.21,0.2681681681681682
0.21,0.268968968968969
0.21,0.2697697697697698
0.21,0.27057057057057055
0.21,0.27137137137137135
0.21,0.27217217217217216
0.21,0.27297297297297296
0.21,0.27377377377377377
0.21,0.27457457457457457
0.21,0.2753753753753754
0.21,0.2761761761761762
0.21,0.276976976976977
0.21,0.2777777777777778
0.21,0.2785785785785786
0.21,0.2793793793793794
0.21,0.2801801801801802
0.21,0.280980980980981
0.21,0.2817817817817818
0.21,0.2825825825825826
0.21,0.2833833833833834
0.21,0.28418418418418423
0.21,0.28498498498498503
0.21,0.28578578578578584
0.21,0.2865865865865866
0.21,0.2873873873873874
0.21,0.2881881881881882
0.21,0.288988988988989
0.21,0.2897897897897898
0.21,0.2905905905905906
0.21,0.2913913913913914
0.21,0.29219219219219217
0.21,0.292992992992993
0.21,0.2937937937937938
0.21,0.2945945945945946
0.21,0.2953953953953954
0.21,0.2961961961961962
0.21,0.296996996996997
0.21,0.2977977977977978
0.21,0.2985985985985986
0.21,0.2993993993993994
0.21,0.3002002002002002
0.21,0.301001001001001
0.21,0.30180180180180183
0.21,0.30260260260260263
0.21,0.30340340340340344
0.21,0.30420420420420424
0.21,0.30500500500500505
0.21,0.30580580580580585
0.21,0.30660660660660666
0.21,0.30740740740740746
0.21,0.3082082082082082
0.21,0.309009009009009
0.21,0.3098098098098098
0.21,0.3106106106106106
0.21,0.31141141141141143
0.21,0.31221221221221224
0.21,0.31301301301301304
0.21,0.3138138138138138
0.21,0.3146146146146146
0.21,0.3154154154154154
0.21,0.3162162162162162
0.21,0.317017017017017
0.21,0.3178178178178178
0.21,0.3186186186186186
0.21,0.3194194194194194
0.21,0.32022022022022023
0.21,0.32102102102102104
0.21,0.32182182182182184
0.21,0.32262262262262265
0.21,0.32342342342342345
0.21,0.32422422422422426
0.21,0.32502502502502506
0.21,0.32582582582582587
0.21,0.32662662662662667
0.21,0.3274274274274275
0.21,0.3282282282282283
0.21,0.3290290290290291
0.21,0.32982982982982983
0.21,0.33063063063063064
0.21,0.33143143143143144
0.21,0.33223223223223225
0.21,0.33303303303303305
0.21,0.33383383383383386
0.21,0.33463463463463466
0.21,0.3354354354354354
0.21,0.3362362362362362
0.21,0.337037037037037
0.21,0.33783783783783783
0.21,0.33863863863863863
0.21,0.33943943943943944
0.21,0.34024024024024024
0.21,0.34104104104104105
0.21,0.34184184184184185
0.21,0.34264264264264266
0.21,0.34344344344344346
0.21,0.34424424424424427
0.21,0.3450450450450451
0.21,0.3458458458458459
0.21,0.3466466466466467
0.21,0.3474474474474475
0.21,0.3482482482482483
0.21,0.3490490490490491
0.21,0.3498498498498499
0.21,0.3506506506506507
0.21,0.3514514514514515
0.21,0.3522522522522523
0.21,0.3530530530530531
0.21,0.3538538538538538
0.21,0.3546546546546546
0.21,0.3554554554554554
0.21,0.35625625625625623
0.21,0.35705705705705704
0.21,0.35785785785785784
0.21,0.35865865865865865
0.21,0.35945945945945945
0.21,0.36026026026026026
0.21,0.36106106106106106
0.21,0.36186186186186187
0.21,0.36266266266266267
0.21,0.3634634634634635
0.21,0.3642642642642643
0.21,0.3650650650650651
0.21,0.3658658658658659
0.21,0.3666666666666667
0.21,0.3674674674674675
0.21,0.3682682682682683
0.21,0.3690690690690691
0.21,0.3698698698698699
0.21,0.3706706706706707
0.21,0.3714714714714715
0.21,0.37227227227227233
0.21,0.37307307307307314
0.21,0.37387387387387394
0.21,0.37467467467467475
0.21,0.37547547547547544
0.21,0.37627627627627624
0.21,0.37707707707707705
0.21,0.37787787787787785
0.21,0.37867867867867866
0.21,0.37947947947947946
0.21,0.38028028028028027
0.21,0.3810810810810811
0.21,0.3818818818818819
0.21,0.3826826826826827
0.21,0.3834834834834835
0.21,0.3842842842842843
0.21,0.3850850850850851
0.21,0.3858858858858859
0.21,0.3866866866866867
0.21,0.3874874874874875
0.21,0.3882882882882883
0.21,0.3890890890890891
0.21,0.38988988988988993
0.21,0.39069069069069073
0.21,0.39149149149149154
0.21,0.39229229229229234
0.21,0.39309309309309315
0.21,0.39389389389389395
0.21,0.39469469469469476
0.21,0.39549549549549556
0.21,0.39629629629629637
0.21,0.39709709709709706
0.21,0.39789789789789787
0.21,0.3986986986986987
0.21,0.3994994994994995
0.21,0.4003003003003003
0.21,0.4011011011011011
0.21,0.4019019019019019
0.21,0.4027027027027027
0.21,0.4035035035035035
0.21,0.4043043043043043
0.21,0.4051051051051051
0.21,0.4059059059059059
0.21,0.4067067067067067
0.21,0.4075075075075075
0.21,0.40830830830830833
0.21,0.40910910910910914
0.21,0.40990990990990994
0.21,0.41071071071071075
0.21,0.41151151151151155
0.21,0.41231231231231236
0.21,0.41311311311311316
0.21,0.41391391391391397
0.21,0.41471471471471477
0.21,0.4155155155155156
0.21,0.4163163163163164
0.21,0.4171171171171172
0.21,0.417917917917918
0.21,0.4187187187187187
0.21,0.4195195195195195
0.21,0.4203203203203203
0.21,0.4211211211211211
0.21,0.4219219219219219
0.21,0.4227227227227227
0.21,0.4235235235235235
0.21,0.4243243243243243
0.21,0.4251251251251251
0.21,0.42592592592592593
0.21,0.42672672672672673
0.21,0.42752752752752754
0.21,0.42832832832832834
0.21,0.42912912912912915
0.21,0.42992992992992995
0.21,0.43073073073073076
0.21,0.43153153153153156
0.21,0.43233233233233237
0.21,0.4331331331331332
0.21,0.433933933933934
0.21,0.4347347347347348
0.21,0.4355355355355356
0.21,0.4363363363363364
0.21,0.4371371371371372
0.21,0.437937937937938
0.21,0.4387387387387388
0.21,0.4395395395395396
0.21,0.4403403403403403
0.21,0.4411411411411411
0.21,0.4419419419419419
0.21,0.4427427427427427
0.21,0.44354354354354353
0.21,0.44434434434434433
0.21,0.44514514514514514
0.21,0.44594594594594594
0.21,0.44674674674674675
0.21,0.44754754754754755
0.21,0.44834834834834836
0.21,0.44914914914914916
0.21,0.44994994994994997
0.21,0.4507507507507508
0.21,0.4515515515515516
0.21,0.4523523523523524
0.21,0.4531531531531532
0.21,0.453953953953954
0.21,0.4547547547547548
0.21,0.4555555555555556
0.21,0.4563563563563564
0.21,0.4571571571571572
0.21,0.457957957957958
0.21,0.4587587587587588
0.21,0.4595595595595596
0.21,0.46036036036036043
0.21,0.46116116116116124
0.21,0.46196196196196193
0.21,0.46276276276276274
0.21,0.46356356356356354
0.21,0.46436436436436435
0.21,0.46516516516516515
0.21,0.46596596596596596
0.21,0.46676676676676676
0.21,0.46756756756756757
0.21,0.46836836836836837
0.21,0.4691691691691692
0.21,0.46996996996997
0.21,0.4707707707707708
0.21,0.4715715715715716
0.21,0.4723723723723724
0.21,0.4731731731731732
0.21,0.473973973973974
0.21,0.4747747747747748
0.21,0.4755755755755756
0.21,0.4763763763763764
0.21,0.4771771771771772
0.21,0.47797797797797803
0.21,0.47877877877877884
0.21,0.47957957957957964
0.21,0.48038038038038045
0.21,0.48118118118118125
0.21,0.48198198198198205
0.21,0.48278278278278286
0.21,0.48358358358358355
0.21,0.48438438438438436
0.21,0.48518518518518516
0.21,0.48598598598598597
0.21,0.4867867867867868
0.21,0.4875875875875876
0.21,0.4883883883883884
0.21,0.4891891891891892
0.21,0.48998998998999
0.21,0.4907907907907908
0.21,0.4915915915915916
0.21,0.4923923923923924
0.21,0.4931931931931932
0.21,0.493993993993994
0.21,0.4947947947947948
0.21,0.49559559559559563
0.21,0.49639639639639643
0.21,0.49719719719719724
0.21,0.49799799799799804
0.21,0.49879879879879885
0.21,0.49959959959959965
0.21,0.5004004004004005
0.21,0.5012012012012013
0.21,0.5020020020020021
0.21,0.5028028028028029
0.21,0.5036036036036037
0.21,0.5044044044044045
0.21,0.5052052052052052
0.21,0.506006006006006
0.21,0.5068068068068068
0.21,0.5076076076076076
0.21,0.5084084084084084
0.21,0.5092092092092092
0.21,0.51001001001001
0.21,0.5108108108108108
0.21,0.5116116116116116
0.21,0.5124124124124124
0.21,0.5132132132132132
0.21,0.514014014014014
0.21,0.5148148148148148
0.21,0.5156156156156156
0.21,0.5164164164164164
0.21,0.5172172172172173
0.21,0.5180180180180181
0.21,0.5188188188188189
0.21,0.5196196196196197
0.21,0.5204204204204205
0.21,0.5212212212212213
0.21,0.5220220220220221
0.21,0.5228228228228229
0.21,0.5236236236236237
0.21,0.5244244244244245
0.21,0.5252252252252253
0.21,0.5260260260260261
0.21,0.5268268268268268
0.21,0.5276276276276276
0.21,0.5284284284284284
0.21,0.5292292292292292
0.21,0.53003003003003
0.21,0.5308308308308308
0.21,0.5316316316316316
0.21,0.5324324324324324
0.21,0.5332332332332332
0.21,0.534034034034034
0.21,0.5348348348348348
0.21,0.5356356356356357
0.21,0.5364364364364365
0.21,0.5372372372372373
0.21,0.5380380380380381
0.21,0.5388388388388389
0.21,0.5396396396396397
0.21,0.5404404404404405
0.21,0.5412412412412413
0.21,0.5420420420420421
0.21,0.5428428428428429
0.21,0.5436436436436437
0.21,0.5444444444444445
0.21,0.5452452452452453
0.21,0.5460460460460461
0.21,0.5468468468468469
0.21,0.5476476476476477
0.21,0.5484484484484484
0.21,0.5492492492492492
0.21,0.55005005005005
0.21,0.5508508508508508
0.21,0.5516516516516516
0.21,0.5524524524524524
0.21,0.5532532532532533
0.21,0.5540540540540541
0.21,0.5548548548548549
0.21,0.5556556556556557
0.21,0.5564564564564565
0.21,0.5572572572572573
0.21,0.5580580580580581
0.21,0.5588588588588589
0.21,0.5596596596596597
0.21,0.5604604604604605
0.21,0.5612612612612613
0.21,0.5620620620620621
0.21,0.5628628628628629
0.21,0.5636636636636637
0.21,0.5644644644644645
0.21,0.5652652652652653
0.21,0.5660660660660661
0.21,0.5668668668668669
0.21,0.5676676676676677
0.21,0.5684684684684685
0.21,0.5692692692692694
0.21,0.57007007007007
0.21,0.5708708708708709
0.21,0.5716716716716717
0.21,0.5724724724724725
0.21,0.5732732732732733
0.21,0.5740740740740741
0.21,0.5748748748748749
0.21,0.5756756756756757
0.21,0.5764764764764765
0.21,0.5772772772772773
0.21,0.5780780780780781
0.21,0.5788788788788789
0.21,0.5796796796796797
0.21,0.5804804804804805
0.21,0.5812812812812813
0.21,0.5820820820820821
0.21,0.5828828828828829
0.21,0.5836836836836837
0.21,0.5844844844844845
0.21,0.5852852852852853
0.21,0.5860860860860861
0.21,0.586886886886887
0.21,0.5876876876876878
0.21,0.5884884884884886
0.21,0.5892892892892894
0.21,0.5900900900900902
0.21,0.590890890890891
0.21,0.5916916916916917
0.21,0.5924924924924925
0.21,0.5932932932932933
0.21,0.5940940940940941
0.21,0.5948948948948949
0.21,0.5956956956956957
0.21,0.5964964964964965
0.21,0.5972972972972973
0.21,0.5980980980980981
0.21,0.5988988988988989
0.21,0.5996996996996997
0.21,0.6005005005005005
0.21,0.6013013013013013
0.21,0.6021021021021021
0.21,0.6029029029029029
0.21,0.6037037037037037
0.21,0.6045045045045045
0.21,0.6053053053053054
0.21,0.6061061061061062
0.21,0.606906906906907
0.21,0.6077077077077077
0.21,0.6085085085085085
0.21,0.6093093093093093
0.21,0.6101101101101101
0.21,0.6109109109109109
0.21,0.6117117117117117
0.21,0.6125125125125125
0.21,0.6133133133133133
0.21,0.6141141141141141
0.21,0.6149149149149149
0.21,0.6157157157157157
0.21,0.6165165165165165
0.21,0.6173173173173173
0.21,0.6181181181181181
0.21,0.6189189189189189
0.21,0.6197197197197197
0.21,0.6205205205205205
0.21,0.6213213213213213
0.21,0.6221221221221221
0.21,0.622922922922923
0.21,0.6237237237237238
0.21,0.6245245245245246
0.21,0.6253253253253254
0.21,0.6261261261261262
0.21,0.626926926926927
0.21,0.6277277277277278
0.21,0.6285285285285286
0.21,0.6293293293293293
0.21,0.6301301301301301
0.21,0.6309309309309309
0.21,0.6317317317317317
0.21,0.6325325325325325
0.21,0.6333333333333333
0.21,0.6341341341341341
0.21,0.6349349349349349
0.21,0.6357357357357357
0.21,0.6365365365365365
0.21,0.6373373373373373
0.21,0.6381381381381381
0.21,0.6389389389389389
0.21,0.6397397397397397
0.21,0.6405405405405405
0.21,0.6413413413413414
0.21,0.6421421421421422
0.21,0.642942942942943
0.21,0.6437437437437438
0.21,0.6445445445445446
0.21,0.6453453453453454
0.21,0.6461461461461462
0.21,0.646946946946947
0.21,0.6477477477477478
0.21,0.6485485485485486
0.21,0.6493493493493494
0.21,0.6501501501501502
0.21,0.6509509509509509
0.21,0.6517517517517517
0.21,0.6525525525525525
0.21,0.6533533533533533
0.21,0.6541541541541541
0.21,0.6549549549549549
0.21,0.6557557557557557
0.21,0.6565565565565565
0.21,0.6573573573573573
0.21,0.6581581581581581
0.21,0.658958958958959
0.21,0.6597597597597598
0.21,0.6605605605605606
0.21,0.6613613613613614
0.21,0.6621621621621622
0.21,0.662962962962963
0.21,0.6637637637637638
0.21,0.6645645645645646
0.21,0.6653653653653654
0.21,0.6661661661661662
0.21,0.666966966966967
0.21,0.6677677677677678
0.21,0.6685685685685686
0.21,0.6693693693693694
0.21,0.6701701701701702
0.21,0.670970970970971
0.21,0.6717717717717718
0.21,0.6725725725725725
0.21,0.6733733733733733
0.21,0.6741741741741741
0.21,0.6749749749749749
0.21,0.6757757757757757
0.21,0.6765765765765765
0.21,0.6773773773773774
0.21,0.6781781781781782
0.21,0.678978978978979
0.21,0.6797797797797798
0.21,0.6805805805805806
0.21,0.6813813813813814
0.21,0.6821821821821822
0.21,0.682982982982983
0.21,0.6837837837837838
0.21,0.6845845845845846
0.21,0.6853853853853854
0.21,0.6861861861861862
0.21,0.686986986986987
0.21,0.6877877877877878
0.21,0.6885885885885886
0.21,0.6893893893893894
0.21,0.6901901901901902
0.21,0.690990990990991
0.21,0.6917917917917918
0.21,0.6925925925925926
0.21,0.6933933933933935
0.21,0.6941941941941941
0.21,0.694994994994995
0.21,0.6957957957957958
0.21,0.6965965965965966
0.21,0.6973973973973974
0.21,0.6981981981981982
0.21,0.698998998998999
0.21,0.6997997997997998
0.21,0.7006006006006006
0.21,0.7014014014014014
0.21,0.7022022022022022
0.21,0.703003003003003
0.21,0.7038038038038038
0.21,0.7046046046046046
0.21,0.7054054054054054
0.21,0.7062062062062062
0.21,0.707007007007007
0.21,0.7078078078078078
0.21,0.7086086086086086
0.21,0.7094094094094094
0.21,0.7102102102102102
0.21,0.711011011011011
0.21,0.7118118118118119
0.21,0.7126126126126127
0.21,0.7134134134134135
0.21,0.7142142142142143
0.21,0.7150150150150151
0.21,0.7158158158158158
0.21,0.7166166166166166
0.21,0.7174174174174174
0.21,0.7182182182182182
0.21,0.719019019019019
0.21,0.7198198198198198
0.21,0.7206206206206206
0.21,0.7214214214214214
0.21,0.7222222222222222
0.21,0.723023023023023
0.21,0.7238238238238238
0.21,0.7246246246246246
0.21,0.7254254254254254
0.21,0.7262262262262262
0.21,0.727027027027027
0.21,0.7278278278278278
0.21,0.7286286286286286
0.21,0.7294294294294295
0.21,0.7302302302302303
0.21,0.7310310310310311
0.21,0.7318318318318319
0.21,0.7326326326326327
0.21,0.7334334334334335
0.21,0.7342342342342343
0.21,0.7350350350350351
0.21,0.7358358358358359
0.21,0.7366366366366366
0.21,0.7374374374374374
0.21,0.7382382382382382
0.21,0.739039039039039
0.21,0.7398398398398398
0.21,0.7406406406406406
0.21,0.7414414414414414
0.21,0.7422422422422422
0.21,0.743043043043043
0.21,0.7438438438438438
0.21,0.7446446446446446
0.21,0.7454454454454454
0.21,0.7462462462462462
0.21,0.747047047047047
0.21,0.7478478478478479
0.21,0.7486486486486487
0.21,0.7494494494494495
0.21,0.7502502502502503
0.21,0.7510510510510511
0.21,0.7518518518518519
0.21,0.7526526526526527
0.21,0.7534534534534535
0.21,0.7542542542542543
0.21,0.7550550550550551
0.21,0.7558558558558559
0.21,0.7566566566566567
0.21,0.7574574574574575
0.21,0.7582582582582582
0.21,0.759059059059059
0.21,0.7598598598598598
0.21,0.7606606606606606
0.21,0.7614614614614614
0.21,0.7622622622622622
0.21,0.763063063063063
0.21,0.7638638638638638
0.21,0.7646646646646647
0.21,0.7654654654654655
0.21,0.7662662662662663
0.21,0.7670670670670671
0.21,0.7678678678678679
0.21,0.7686686686686687
0.21,0.7694694694694695
0.21,0.7702702702702703
0.21,0.7710710710710711
0.21,0.7718718718718719
0.21,0.7726726726726727
0.21,0.7734734734734735
0.21,0.7742742742742743
0.21,0.7750750750750751
0.21,0.7758758758758759
0.21,0.7766766766766767
0.21,0.7774774774774775
0.21,0.7782782782782783
0.21,0.7790790790790791
0.21,0.7798798798798798
0.21,0.7806806806806806
0.21,0.7814814814814814
0.21,0.7822822822822822
0.21,0.783083083083083
0.21,0.7838838838838839
0.21,0.7846846846846847
0.21,0.7854854854854855
0.21,0.7862862862862863
0.21,0.7870870870870871
0.21,0.7878878878878879
0.21,0.7886886886886887
0.21,0.7894894894894895
0.21,0.7902902902902903
0.21,0.7910910910910911
0.21,0.7918918918918919
0.21,0.7926926926926927
0.21,0.7934934934934935
0.21,0.7942942942942943
0.21,0.7950950950950951
0.21,0.7958958958958959
0.21,0.7966966966966967
0.21,0.7974974974974975
0.21,0.7982982982982983
0.21,0.7990990990990992
0.21,0.7998998998999
0.21,0.8007007007007008
0.21,0.8015015015015015
0.21,0.8023023023023023
0.21,0.8031031031031031
0.21,0.8039039039039039
0.21,0.8047047047047047
0.21,0.8055055055055055
0.21,0.8063063063063063
0.21,0.8071071071071071
0.21,0.8079079079079079
0.21,0.8087087087087087
0.21,0.8095095095095095
0.21,0.8103103103103103
0.21,0.8111111111111111
0.21,0.8119119119119119
0.21,0.8127127127127127
0.21,0.8135135135135135
0.21,0.8143143143143143
0.21,0.8151151151151151
0.21,0.815915915915916
0.21,0.8167167167167168
0.21,0.8175175175175176
0.21,0.8183183183183184
0.21,0.8191191191191192
0.21,0.81991991991992
0.21,0.8207207207207208
0.21,0.8215215215215216
0.21,0.8223223223223224
0.21,0.8231231231231231
0.21,0.8239239239239239
0.21,0.8247247247247247
0.21,0.8255255255255255
0.21,0.8263263263263263
0.21,0.8271271271271271
0.21,0.8279279279279279
0.21,0.8287287287287287
0.21,0.8295295295295295
0.21,0.8303303303303303
0.21,0.8311311311311311
0.21,0.8319319319319319
0.21,0.8327327327327327
0.21,0.8335335335335335
0.21,0.8343343343343343
0.21,0.8351351351351352
0.21,0.835935935935936
0.21,0.8367367367367368
0.21,0.8375375375375376
0.21,0.8383383383383384
0.21,0.8391391391391392
0.21,0.83993993993994
0.21,0.8407407407407408
0.21,0.8415415415415416
0.21,0.8423423423423424
0.21,0.8431431431431432
0.21,0.843943943943944
0.21,0.8447447447447447
0.21,0.8455455455455455
0.21,0.8463463463463463
0.21,0.8471471471471471
0.21,0.8479479479479479
0.21,0.8487487487487487
0.21,0.8495495495495495
0.21,0.8503503503503503
0.21,0.8511511511511511
0.21,0.851951951951952
0.21,0.8527527527527528
0.21,0.8535535535535536
0.21,0.8543543543543544
0.21,0.8551551551551552
0.21,0.855955955955956
0.21,0.8567567567567568
0.21,0.8575575575575576
0.21,0.8583583583583584
0.21,0.8591591591591592
0.21,0.85995995995996
0.21,0.8607607607607608
0.21,0.8615615615615616
0.21,0.8623623623623624
0.21,0.8631631631631632
0.21,0.863963963963964
0.21,0.8647647647647648
0.21,0.8655655655655656
0.21,0.8663663663663663
0.21,0.8671671671671671
0.21,0.8679679679679679
0.21,0.8687687687687687
0.21,0.8695695695695695
0.21,0.8703703703703703
0.21,0.8711711711711712
0.21,0.871971971971972
0.21,0.8727727727727728
0.21,0.8735735735735736
0.21,0.8743743743743744
0.21,0.8751751751751752
0.21,0.875975975975976
0.21,0.8767767767767768
0.21,0.8775775775775776
0.21,0.8783783783783784
0.21,0.8791791791791792
0.21,0.87997997997998
0.21,0.8807807807807808
0.21,0.8815815815815816
0.21,0.8823823823823824
0.21,0.8831831831831832
0.21,0.883983983983984
0.21,0.8847847847847848
0.21,0.8855855855855856
0.21,0.8863863863863864
0.21,0.8871871871871873
0.21,0.887987987987988
0.21,0.8887887887887888
0.21,0.8895895895895896
0.21,0.8903903903903904
0.21,0.8911911911911912
0.21,0.891991991991992
0.21,0.8927927927927928
0.21,0.8935935935935936
0.21,0.8943943943943944
0.21,0.8951951951951952
0.21,0.895995995995996
0.21,0.8967967967967968
0.21,0.8975975975975976
0.21,0.8983983983983984
0.21,0.8991991991991992
0.21,0.9
0.27,0.1
0.27,0.10080080080080081
0.27,0.1016016016016016
0.27,0.1024024024024024
0.27,0.10320320320320321
0.27,0.104004004004004
0.27,0.10480480480480481
0.27,0.10560560560560561
0.27,0.10640640640640642
0.27,0.10720720720720721
0.27,0.10800800800800801
0.27,0.10880880880880882
0.27,0.10960960960960961
0.27,0.11041041041041041
0.27,0.11121121121121122
0.27,0.11201201201201202
0.27,0.11281281281281282
0.27,0.11361361361361362
0.27,0.11441441441441443
0.27,0.11521521521521522
0.27,0.11601601601601602
0.27,0.11681681681681683
0.27,0.11761761761761763
0.27,0.11841841841841842
0.27,0.11921921921921923
0.27,0.12002002002002002
0.27,0.12082082082082082
0.27,0.12162162162162163
0.27,0.12242242242242243
0.27,0.12322322322322324
0.27,0.12402402402402403
0.27,0.12482482482482483
0.27,0.12562562562562563
0.27,0.12642642642642643
0.27,0.12722722722722724
0.27,0.12802802802802804
0.27,0.12882882882882885
0.27,0.12962962962962965
0.27,0.13043043043043043
0.27,0.13123123123123123
0.27,0.13203203203203204
0.27,0.13283283283283284
0.27,0.13363363363363365
0.27,0.13443443443443442
0.27,0.13523523523523523
0.27,0.13603603603603603
0.27,0.13683683683683684
0.27,0.13763763763763764
0.27,0.13843843843843845
0.27,0.13923923923923925
0.27,0.14004004004004006
0.27,0.14084084084084086
0.27,0.14164164164164164
0.27,0.14244244244244245
0.27,0.14324324324324325
0.27,0.14404404404404406
0.27,0.14484484484484486
0.27,0.14564564564564564
0.27,0.14644644644644644
0.27,0.14724724724724725
0.27,0.14804804804804805
0.27,0.14884884884884886
0.27,0.14964964964964966
0.27,0.15045045045045047
0.27,0.15125125125125127
0.27,0.15205205205205205
0.27,0.15285285285285286
0.27,0.15365365365365366
0.27,0.15445445445445447
0.27,0.15525525525525527
0.27,0.15605605605605605
0.27,0.15685685685685685
0.27,0.15765765765765766
0.27,0.15845845845845846
0.27,0.15925925925925927
0.27,0.16006006006006007
0.27,0.16086086086086088
0.27,0.16166166166166168
0.27,0.1624624624624625
0.27,0.1632632632632633
0.27,0.16406406406406407
0.27,0.16486486486486487
0.27,0.16566566566566568
